Disease,median_pubmed_filtered,mean_pubmed_filtered,n_genes_with_pubmed_filtered,coverage_filtered,median_pubmed_full,mean_pubmed_full,n_genes_with_pubmed_full,coverage_full,delta_median_full_minus_filtered,delta_mean_full_minus_filtered
Dentinogenesis imperfecta,87.0,87.0,1.0,1.0,87.0,87.0,1,1.0,0.0,0.0
Denys-Drash syndrome,758.0,758.0,1.0,1.0,758.0,758.0,1,1.0,0.0,0.0
Dermatofibrosarcoma protuberans,373.0,444.0,3.0,1.0,373.0,444.0,3,1.0,0.0,0.0
Dermatopathia pigmentosa reticularis,250.0,250.0,1.0,1.0,250.0,250.0,1,1.0,0.0,0.0
Desmoid tumor,2186.5,2186.5,2.0,1.0,2186.5,2186.5,2,1.0,0.0,0.0
Developmental and epileptic encephalopathy 1,103.0,103.0,1.0,1.0,103.0,103.0,1,1.0,0.0,0.0
Developmental and epileptic encephalopathy 13,109.0,109.0,1.0,1.0,109.0,109.0,1,1.0,0.0,0.0
Developmental and epileptic encephalopathy 14,141.0,151.52,25.0,1.0,141.0,151.52,25,1.0,0.0,0.0
Developmental and epileptic encephalopathy 2,141.0,141.0,1.0,1.0,141.0,141.0,1,1.0,0.0,0.0
Developmental and epileptic encephalopathy 26,94.0,94.0,1.0,1.0,94.0,94.0,1,1.0,0.0,0.0
Developmental and epileptic encephalopathy 4,171.0,171.0,1.0,1.0,171.0,171.0,1,1.0,0.0,0.0
DiGeorge syndrome,103.0,753.6666666666666,3.0,1.0,103.0,753.6666666666666,3,1.0,0.0,0.0
Diastrophic dysplasia,82.0,82.0,1.0,1.0,82.0,82.0,1,1.0,0.0,0.0
Duane-radial ray syndrome,204.0,204.0,1.0,1.0,204.0,204.0,1,1.0,0.0,0.0
Dihydropyrimidinase deficiency,29.0,29.0,1.0,1.0,29.0,29.0,1,1.0,0.0,0.0
Dihydropyrimidine dehydrogenase deficiency,268.0,268.0,1.0,1.0,268.0,268.0,1,1.0,0.0,0.0
Distal 10q deletion syndrome,744.0,744.0,1.0,1.0,744.0,744.0,1,1.0,0.0,0.0
Distal arthrogryposis type 1,109.5,109.5,2.0,1.0,109.5,109.5,2,1.0,0.0,0.0
Distal arthrogryposis type 2B,56.0,80.25,4.0,1.0,56.0,80.25,4,1.0,0.0,0.0
Distal myopathy 1,349.0,349.0,1.0,1.0,349.0,349.0,1,1.0,0.0,0.0
Donnai-Barrow syndrome,197.0,197.0,1.0,1.0,197.0,197.0,1,1.0,0.0,0.0
Donohue syndrome,747.0,747.0,1.0,1.0,747.0,747.0,1,1.0,0.0,0.0
Dopamine beta-hydroxylase deficiency,231.0,231.0,1.0,1.0,231.0,231.0,1,1.0,0.0,0.0
Dopamine transporter deficiency syndrome,868.0,868.0,1.0,1.0,868.0,868.0,1,1.0,0.0,0.0
Dowling-Degos disease,86.0,133.25,4.0,1.0,86.0,133.25,4,1.0,0.0,0.0
Down syndrome,203.0,1369.5714285714287,7.0,1.0,203.0,1369.5714285714287,7,1.0,0.0,0.0
Duane retraction syndrome,90.0,90.0,2.0,1.0,90.0,90.0,2,1.0,0.0,0.0
Familial adenomatous polyposis 2,320.0,320.0,1.0,1.0,320.0,320.0,1,1.0,0.0,0.0
Factor XI deficiency,238.0,238.0,1.0,1.0,238.0,238.0,1,1.0,0.0,0.0
Familial cold autoinflammatory syndrome 3,187.0,187.0,1.0,1.0,187.0,187.0,1,1.0,0.0,0.0
Fuchs' endothelial dystrophy,122.0,186.875,8.0,1.0,122.0,186.875,8,1.0,0.0,0.0
GM1 gangliosidosis,175.0,175.0,1.0,1.0,175.0,175.0,1,1.0,0.0,0.0
GABA aminotransferase deficiency,58.0,58.0,1.0,1.0,58.0,58.0,1,1.0,0.0,0.0
Fundus albipunctatus,61.0,84.0,3.0,1.0,61.0,84.0,3,1.0,0.0,0.0
Fumarase deficiency,205.0,205.0,1.0,1.0,205.0,205.0,1,1.0,0.0,0.0
Fukuyama congenital muscular dystrophy,65.0,65.0,1.0,1.0,65.0,65.0,1,1.0,0.0,0.0
Fucosidosis,94.0,94.0,1.0,1.0,94.0,94.0,1,1.0,0.0,0.0
Frontotemporal dementia and/or amyotrophic lateral sclerosis 7,139.0,139.0,1.0,1.0,139.0,139.0,1,1.0,0.0,0.0
GNE myopathy,147.0,147.0,1.0,1.0,147.0,147.0,1,1.0,0.0,0.0
Frontotemporal dementia,1413.5,1413.5,2.0,1.0,1413.5,1296.25,3,1.0,0.0,-117.25
Frontonasal dysplasia,34.0,34.0,3.0,1.0,34.0,34.0,3,1.0,0.0,0.0
Frontometaphyseal dysplasia,535.0,496.0,3.0,1.0,535.0,496.0,3,1.0,0.0,0.0
Friedreich ataxia,231.0,231.0,1.0,1.0,231.0,231.0,1,1.0,0.0,0.0
Familial encephalopathy with neuroserpin inclusion bodies,66.0,66.0,1.0,1.0,66.0,66.0,1,1.0,0.0,0.0
Frasier syndrome,758.0,758.0,1.0,1.0,758.0,758.0,1,1.0,0.0,0.0
"GM2 gangliosidosis, AB variant",67.0,67.0,1.0,1.0,67.0,67.0,1,1.0,0.0,0.0
GRACILE syndrome,78.0,78.0,1.0,1.0,78.0,78.0,1,1.0,0.0,0.0
Fragile X-associated tremor/ataxia syndrome,914.0,914.0,1.0,1.0,914.0,914.0,1,1.0,0.0,0.0
Generalized epilepsy with febrile seizures plus,153.0,155.0,7.0,1.0,153.0,155.0,7,1.0,0.0,0.0
Gillespie syndrome,264.0,264.0,1.0,1.0,264.0,264.0,1,1.0,0.0,0.0
Gilles de la Tourette syndrome,45.0,45.0,1.0,1.0,45.0,45.0,1,1.0,0.0,0.0
Gilbert syndrome,750.0,750.0,1.0,1.0,750.0,750.0,1,1.0,0.0,0.0
Ghosal hematodiaphyseal syndrome,94.0,94.0,1.0,1.0,94.0,94.0,1,1.0,0.0,0.0
Gestational diabetes,424.0,481.0,8.0,1.0,424.0,481.0,8,1.0,0.0,0.0
Gerstmann-Straussler-Scheinker syndrome,863.0,1550.0,3.0,1.0,863.0,1550.0,3,1.0,0.0,0.0
Geleophysic dysplasia,275.0,275.0,2.0,1.0,275.0,275.0,2,1.0,0.0,0.0
Galactosemia,117.0,105.33333333333333,3.0,1.0,117.0,105.33333333333333,3,1.0,0.0,0.0
Gelatinous drop-like corneal dystrophy,652.0,2095.6666666666665,3.0,1.0,652.0,2095.6666666666665,3,1.0,0.0,0.0
Gaucher's disease,187.0,187.0,1.0,0.5,187.0,187.0,1,0.5,0.0,0.0
Gastrointestinal stromal tumor,328.0,761.8571428571429,7.0,1.0,328.0,761.8571428571429,7,1.0,0.0,0.0
Gangliosidosis,160.0,145.4,5.0,1.0,160.0,140.77777777777777,5,1.0,0.0,-4.622222222222234
Gamstorp-Wohlfart syndrome,146.0,146.0,1.0,1.0,146.0,146.0,1,1.0,0.0,0.0
Galactosialidosis,112.0,112.0,1.0,1.0,112.0,112.0,1,1.0,0.0,0.0
Fraser syndrome,56.0,65.66666666666667,3.0,1.0,56.0,65.66666666666667,3,1.0,0.0,0.0
Freeman-Sheldon syndrome,61.0,61.0,1.0,1.0,61.0,61.0,1,1.0,0.0,0.0
Fragile X syndrome,914.0,914.0,1.0,1.0,914.0,914.0,1,1.0,0.0,0.0
Farber lipogranulomatosis,120.0,120.0,1.0,1.0,120.0,120.0,1,1.0,0.0,0.0
Familial focal epilepsy with variable foci,77.0,77.33333333333333,3.0,1.0,77.0,77.33333333333333,3,1.0,0.0,0.0
Familial glucocorticoid deficiency,97.0,118.6,5.0,1.0,97.0,118.6,5,1.0,0.0,0.0
Familial hemiplegic migraine,220.5,246.25,4.0,1.0,220.5,246.25,4,1.0,0.0,0.0
Familial hypercholesterolemia,830.5,670.5,4.0,1.0,830.5,670.5,4,1.0,0.0,0.0
Familial hypertrophic cardiomyopathy,161.0,199.26315789473685,19.0,1.0,161.0,199.26315789473685,19,1.0,0.0,0.0
Familial isolated deficiency of vitamin E,51.0,51.0,1.0,1.0,51.0,51.0,1,1.0,0.0,0.0
Familial lipoprotein lipase deficiency,784.0,784.0,1.0,1.0,784.0,784.0,1,1.0,0.0,0.0
Familial male-limited precocious puberty,260.0,260.0,1.0,1.0,260.0,260.0,1,1.0,0.0,0.0
Familial nephrotic syndrome,166.0,277.6,5.0,1.0,166.0,277.6,5,1.0,0.0,0.0
Familial partial lipodystrophy,242.0,608.2857142857143,7.0,1.0,242.0,608.2857142857143,7,1.0,0.0,0.0
Familial temporal lobe epilepsy 1,90.5,127.0,4.0,1.0,90.5,127.0,4,1.0,0.0,0.0
Fanconi anemia,157.0,431.9318181818182,23.0,1.0,157.0,431.9318181818182,23,1.0,0.0,0.0
Fatal familial insomnia,863.0,863.0,1.0,1.0,863.0,863.0,1,1.0,0.0,0.0
Fibrochondrogenesis,121.5,121.5,2.0,1.0,121.5,121.5,2,1.0,0.0,0.0
Fibrodysplasia ossificans progressiva,189.0,189.0,1.0,1.0,189.0,189.0,1,1.0,0.0,0.0
Focal dermal hypoplasia,58.0,58.0,1.0,1.0,58.0,58.0,1,1.0,0.0,0.0
Fazio-Londe disease,48.0,48.0,2.0,1.0,48.0,48.0,2,1.0,0.0,0.0
Feingold syndrome,132.0,225.66666666666666,3.0,1.0,132.0,225.66666666666666,3,1.0,0.0,0.0
Floating-Harbor syndrome,101.0,101.0,1.0,1.0,101.0,101.0,1,1.0,0.0,0.0
Finnish type amyloidosis,370.0,959.7777777777778,8.0,1.0,370.0,959.7777777777778,8,1.0,0.0,0.0
Fibromyalgia,1126.0,1277.0,5.0,1.0,1126.0,1277.0,5,1.0,0.0,0.0
Congenital disorder of glycosylation,56.5,78.5,54.0,0.9473684210526315,56.0,76.67796610169492,54,0.9473684210526315,-0.5,-1.8220338983050794
Palmoplantar keratosis,89.0,156.64102564102564,39.0,0.975,88.0,154.1,39,0.975,-1.0,-2.541025641025641
Severe combined immunodeficiency,158.0,253.64705882352942,17.0,1.0,157.0,208.06060606060606,24,1.0,-1.0,-45.58645276292336
Macular degeneration,198.0,271.5,4.0,1.0,196.0,384.7719298245614,38,1.0,-2.0,113.27192982456143
Congenital hemolytic anemia,173.0,222.14634146341464,41.0,0.9761904761904762,164.0,208.86666666666667,41,0.9761904761904762,-9.0,-13.279674796747969
Congenital stationary night blindness,52.0,89.21428571428571,14.0,1.0,41.5,70.95,15,1.0,-10.5,-18.264285714285705
Myopathy,121.5,161.21428571428572,14.0,1.0,104.0,157.018779342723,113,0.8828125,-17.5,-4.195506371562715
Amyloidosis,311.5,622.15625,32.0,0.9411764705882353,282.0,972.45625,70,0.9722222222222222,-29.5,350.29999999999995
Amino acid metabolic disorder,108.0,92.4,5.0,1.0,78.0,168.7325581395349,78,0.9873417721518988,-30.0,76.33255813953488
Diabetes insipidus,230.0,240.25,4.0,1.0,199.0,237.28571428571428,4,1.0,-31.0,-2.9642857142857224
Centronuclear myopathy,293.0,242.16666666666666,6.0,1.0,248.0,221.71428571428572,7,1.0,-45.0,-20.452380952380935
Alpha thalassemia,507.5,507.5,2.0,1.0,364.0,459.6666666666667,3,1.0,-143.5,-47.833333333333314
Pseudohermaphroditism,419.0,810.5714285714286,7.0,1.0,272.0,666.5555555555555,8,1.0,-147.0,-144.015873015873
Spinal muscular atrophy,383.0,383.0,2.0,1.0,141.0,391.1333333333333,15,1.0,-242.0,8.133333333333326
Hypertension,657.0,775.5,8.0,1.0,409.5,669.6,10,1.0,-247.5,-105.89999999999998
Familial adenomatous polyposis,1019.0,1019.0,1.0,1.0,669.5,669.5,2,1.0,-349.5,-349.5
Multiple endocrine neoplasia,994.0,828.6666666666666,3.0,1.0,387.0,511.6666666666667,9,1.0,-607.0,-316.99999999999994
3-methylglutaconic aciduria,,,,,48.0,56.4,5,0.8333333333333334,,
Aarskog syndrome,,,,,65.0,65.0,1,1.0,,
Absence epilepsy,,,,,124.5,127.83333333333333,16,1.0,,
Acanthoma,,,,,289.5,353.1666666666667,6,1.0,,
Acquired metabolic disease,,,,,84.0,260.37333333333333,73,0.9864864864864865,,
Acrofacial dysostosis,,,,,39.0,92.0,3,1.0,,
Acute myeloid leukemia,,,,,338.0,628.5882352941177,17,1.0,,
Adenocarcinoma,,,,,606.0,1406.0882352941176,34,1.0,,
Adenoma,,,,,344.0,344.0,1,1.0,,
Adrenal cortex disease,,,,,167.0,167.0,1,1.0,,
Adrenal cortical hypofunction,,,,,167.0,167.0,1,1.0,,
Adrenal gland disease,,,,,108.0,249.86666666666667,14,1.0,,
Adrenal gland hyperfunction,,,,,205.0,358.7142857142857,7,1.0,,
Agammaglobulinemia,,,,,246.5,461.1875,16,1.0,,
Agranulocytosis,,,,,128.0,173.1,9,1.0,,
Allergic contact dermatitis,,,,,298.0,298.0,2,1.0,,
Allergic disease,,,,,298.0,298.0,2,1.0,,
Alopecia,,,,,2708.0,2708.0,1,1.0,,
Anemia,,,,,206.0,286.527397260274,94,0.9894736842105263,,
Angioedema,,,,,228.0,226.57142857142858,7,1.0,,
Anxiety disorder,,,,,1567.5,1567.5,2,1.0,,
Aortic disease,,,,,307.0,356.14814814814815,18,1.0,,
Aortic valve disease,,,,,311.0,311.0,1,1.0,,
Aortic valve stenosis,,,,,311.0,311.0,1,1.0,,
Aplastic anemia,,,,,213.0,334.9294117647059,48,1.0,,
Arteriosclerosis,,,,,610.0,539.0,8,1.0,,
Arteriosclerotic cardiovascular disease,,,,,610.0,539.0,8,1.0,,
Artery disease,,,,,309.0,443.3333333333333,39,1.0,,
Arthritis,,,,,406.0,866.0566037735849,48,1.0,,
Atrial fibrillation,,,,,135.0,230.65714285714284,21,1.0,,
Atrophic muscular disease,,,,,97.0,97.0,1,1.0,,
Auditory system disease,,,,,61.5,124.12727272727273,138,0.9583333333333334,,
Autoimmune disease,,,,,358.0,815.7453703703703,136,1.0,,
Autoimmune disease of blood,,,,,428.0,428.0,1,1.0,,
Autoimmune disease of cardiovascular system,,,,,402.5,770.75,4,1.0,,
Autoimmune disease of endocrine system,,,,,589.0,1081.8275862068965,20,1.0,,
Autoimmune disease of exocrine system,,,,,663.0,663.0,1,1.0,,
Autoimmune disease of gastrointestinal tract,,,,,349.0,770.75,8,1.0,,
Autoimmune disease of musculoskeletal system,,,,,309.0,774.8827586206896,104,1.0,,
Autoimmune disease of peripheral nervous system,,,,,6439.0,6439.0,1,1.0,,
Autoimmune disease of skin and connective tissue,,,,,510.5,889.3928571428571,52,1.0,,
Autoimmune disease of the nervous system,,,,,574.0,1647.2857142857142,7,1.0,,
Autoimmune polyendocrine syndrome,,,,,225.0,225.0,1,1.0,,
Autonomic nervous system disease,,,,,180.5,180.5,2,1.0,,
Autonomic nervous system neoplasm,,,,,315.0,764.0,7,1.0,,
Autosomal dominant disease,,,,,203.5,467.6,472,0.9915966386554622,,
Autosomal dominant distal hereditary motor neuronopathy,,,,,134.0,197.85714285714286,7,1.0,,
Autosomal dominant intellectual developmental disorder,,,,,144.5,216.05555555555554,18,1.0,,
Autosomal genetic disease,,,,,135.5,327.6082644628099,927,0.9925053533190579,,
Autosomal recessive cerebellar ataxia,,,,,140.0,423.77777777777777,9,1.0,,
Autosomal recessive disease,,,,,88.0,197.73639455782313,496,0.9959839357429718,,
Autosomal recessive distal hereditary motor neuronopathy,,,,,77.0,77.0,1,1.0,,
Autosomal recessive intellectual developmental disorder,,,,,23.0,25.333333333333332,3,1.0,,
B cell deficiency,,,,,304.0,612.6842105263158,19,1.0,,
B-cell lymphoma,,,,,1396.0,1396.0,2,1.0,,
Bacterial infectious disease,,,,,265.0,715.9,9,1.0,,
Barth syndrome,,,0.0,0.0,,,0,0.0,,
Basal ganglia disease,,,,,61.0,61.0,1,1.0,,
Benign neoplasm,,,,,328.0,735.2105263157895,17,1.0,,
Bile duct adenocarcinoma,,,,,606.0,1406.0882352941176,34,1.0,,
Bile duct cancer,,,,,606.0,1406.0882352941176,34,1.0,,
Bile duct carcinoma,,,,,606.0,1406.0882352941176,34,1.0,,
Bile duct disease,,,,,174.0,819.1904761904761,54,1.0,,
Biliary tract cancer,,,,,606.0,1406.0882352941176,34,1.0,,
Biliary tract disease,,,,,174.0,819.1904761904761,54,1.0,,
Bilirubin metabolic disorder,,,,,750.0,620.3333333333334,2,1.0,,
Bladder disease,,,,,615.0,1253.7096774193549,29,1.0,,
Blindness,,,,,44.0,68.77777777777777,9,1.0,,
Blood coagulation disease,,,,,353.0,500.9189189189189,29,1.0,,
Blood platelet disease,,,,,441.0,462.7142857142857,7,1.0,,
Blood protein disease,,,,,871.0,871.0,1,1.0,,
Bone benign neoplasm,,,,,27.0,27.0,1,1.0,,
Bone cancer,,,,,92.0,92.0,1,1.0,,
Bone deterioration disease,,,,,176.0,710.4615384615385,13,1.0,,
Bone development disease,,,,,106.0,231.59477124183007,106,0.9814814814814815,,
Bone disease,,,,,172.5,427.99295774647885,201,0.9901477832512315,,
Bone inflammation disease,,,,,328.0,812.7808219178082,60,1.0,,
Bone marrow cancer,,,,,471.0,690.3846153846154,20,1.0,,
Bone marrow disease,,,,,471.0,626.8888888888889,26,1.0,,
Bone remodeling disease,,,,,270.0,455.48571428571427,24,1.0,,
Bone resorption disease,,,,,325.0,325.0,1,1.0,,
Bone structure disease,,,,,176.0,710.4615384615385,13,1.0,,
Brachial plexus neuropathy,,,,,283.0,283.0,1,1.0,,
Brain cancer,,,,,641.5,641.5,2,1.0,,
Brain disease,,,,,94.0,175.09021406727828,533,0.9815837937384899,,
Brain small vessel disease,,,,,261.0,261.0,1,1.0,,
Breast disease,,,,,644.0,1373.3461538461538,26,1.0,,
Bronchial disease,,,,,98.5,161.57142857142858,14,1.0,,
Bullous skin disease,,,,,208.0,234.58620689655172,17,1.0,,
Calcinosis,,,,,529.0,423.3333333333333,3,1.0,,
Calcium metabolism disease,,,,,529.0,423.3333333333333,3,1.0,,
Carbohydrate metabolic disorder,,,,,120.5,333.8467741935484,198,0.9753694581280788,,
Carcinoma,,,,,474.0,1313.9344262295083,53,1.0,,
Cardiovascular organ benign neoplasm,,,,,916.0,916.0,1,1.0,,
Cardiovascular system disease,,,,,161.0,289.1675675675676,216,0.9818181818181818,,
Cell type benign neoplasm,,,,,330.0,422.375,8,1.0,,
Cell type cancer,,,,,379.0,1115.3131313131314,85,1.0,,
Central nervous system cancer,,,,,641.5,641.5,2,1.0,,
Central nervous system disease,,,,,103.0,233.21099290780143,884,0.9811320754716981,,
Cerebellar ataxia,,,,,132.5,206.48214285714286,51,0.9807692307692307,,
Cerebellar disease,,,,,129.0,201.47457627118644,54,0.9818181818181818,,
Cerebral amyloid angiopathy,,,,,238.0,957.4,13,1.0,,
Cerebral arterial disease,,,,,227.0,227.0,1,1.0,,
Cerebral creatine deficiency syndrome,,,,,63.0,74.33333333333333,3,1.0,,
Cerebral degeneration,,,,,94.5,135.8125,52,0.9811320754716981,,
Cerebrovascular disease,,,,,140.5,148.75,4,1.0,,
Childhood electroclinical syndrome,,,,,141.0,148.76923076923077,12,1.0,,
Cholestasis,,,,,93.0,131.10344827586206,20,1.0,,
Chondrodysplasia punctata,,,,,77.0,81.11111111111111,6,1.0,,
Choroid disease,,,,,137.5,137.5,2,1.0,,
Chromosomal deletion syndrome,,,,,103.0,253.94565217391303,86,0.9662921348314607,,
Chromosomal disease,,,,,102.0,273.72340425531917,129,0.9772727272727273,,
Chromosomal duplication syndrome,,,,,99.0,326.5217391304348,46,1.0,,
Chronic pulmonary heart disease,,,,,139.5,289.5,10,1.0,,
Ciliopathy,,,,,34.0,52.656488549618324,82,0.8817204301075269,,
Cognitive disorder,,,,,143.0,825.8205128205128,36,0.9230769230769231,,
Colitis,,,,,266.5,628.6666666666666,6,1.0,,
Collagen disease,,,,,79.5,147.92105263157896,21,1.0,,
Colonic disease,,,,,179.0,261.96,19,1.0,,
Combined T cell and B cell immunodeficiency,,,,,129.0,289.2,5,1.0,,
Combined immunodeficiency,,,,,157.0,218.73684210526315,29,1.0,,
Combined oxidative phosphorylation deficiency,,,,,71.5,71.5,2,1.0,,
Communication disorder,,,,,184.0,184.0,1,1.0,,
Complement deficiency,,,,,231.0,327.8888888888889,8,1.0,,
Complete generalized lipodystrophy,,,,,134.0,328.6,6,1.0,,
Congenital diarrhea,,,,,101.5,101.5,2,1.0,,
Congenital disorder of glycosylation type I,,,,,30.0,56.0,3,1.0,,
Congenital disorder of glycosylation type II,,,,,58.5,58.5,2,1.0,,
Congenital heart disease,,,,,110.0,158.44444444444446,9,1.0,,
Congenital hypoplastic anemia,,,,,213.0,334.9294117647059,48,1.0,,
Congenital muscular dystrophy-dystroglycanopathy type A,,,,,65.0,65.0,1,1.0,,
Congenital myopathy,,,,,116.0,193.58536585365854,21,1.0,,
Congenital nervous system abnormality,,,,,109.0,190.56637168141592,92,0.968421052631579,,
Congenital nonspherocytic hemolytic anemia,,,,,143.0,143.0,1,1.0,,
Congenital nystagmus,,,,,63.0,63.0,1,1.0,,
Congenital structural myopathy,,,,,248.0,221.71428571428572,7,1.0,,
Congestive heart failure,,,,,139.5,289.5,10,1.0,,
Connective tissue benign neoplasm,,,,,1019.0,1466.6666666666667,3,1.0,,
Connective tissue cancer,,,,,181.0,313.5833333333333,11,1.0,,
Connective tissue disease,,,,,175.0,458.8270042194093,324,0.9938650306748467,,
Contact dermatitis,,,,,298.0,298.0,2,1.0,,
Cor pulmonale,,,,,139.5,289.5,10,1.0,,
Corneal dystrophy,,,,,311.0,787.2631578947369,15,1.0,,
Corneal endothelial dystrophy,,,,,122.0,186.875,8,1.0,,
Cranial nerve disease,,,,,63.0,107.0909090909091,11,0.5238095238095238,,
Cystic kidney disease,,,,,274.0,245.33333333333334,3,1.0,,
Degeneration of macula and posterior pole,,,,,196.0,402.52941176470586,35,1.0,,
Dementia,,,,,2219.0,2019.7777777777778,7,0.875,,
Demyelinating disease,,,,,574.0,968.8,5,1.0,,
Dental enamel hypoplasia,,,,,49.0,65.06122448979592,31,1.0,,
Depressive disorder,,,,,169.5,254.83333333333334,6,0.8571428571428571,,
Dermatitis,,,,,208.0,238.67741935483872,19,1.0,,
Developmental and epileptic encephalopathy,,,,,141.0,145.90322580645162,29,1.0,,
Developmental disorder of mental health,,,,,129.0,222.85333333333332,68,1.0,,
Diaphragm disease,,,,,200.5,200.5,2,1.0,,
Diarrhea,,,,,101.5,101.5,2,1.0,,
Diffuse gastric cancer,,,,,1267.0,1267.0,2,1.0,,
Digenic disease,,,,,124.0,300.25714285714287,28,1.0,,
Disease,,,,,119.0,332.3886775224471,3739,0.9790521078816444,,
Disease by infectious agent,,,,,824.0,1081.5,26,1.0,,
Disease of anatomical entity,,,,,120.0,325.52275225324246,2723,0.9812612612612612,,
Disease of cellular proliferation,,,,,263.0,765.8980509745128,485,0.9979423868312757,,
Disease of mental health,,,,,147.5,540.474358974359,135,0.9782608695652174,,
Disease of metabolism,,,,,113.0,342.55403987408187,667,0.9624819624819625,,
Disorder of sexual development,,,,,193.0,451.42857142857144,23,1.0,,
Distal arthrogryposis,,,,,61.0,89.875,6,1.0,,
Distal myopathy,,,,,261.0,264.25,4,1.0,,
Drug dependence,,,,,286.0,664.5263157894736,19,1.0,,
Dysostosis,,,,,125.0,250.82978723404256,37,1.0,,
Ectodermal dysplasia,,,,,113.5,265.1666666666667,12,1.0,,
Electroclinical syndrome,,,,,124.5,135.98214285714286,45,1.0,,
Encephalitis,,,,,366.0,366.0,1,1.0,,
Endocrine gland cancer,,,,,226.0,925.4285714285714,7,1.0,,
Endocrine organ benign neoplasm,,,,,294.0,397.5,8,1.0,,
Endocrine system disease,,,,,172.0,472.734126984127,192,0.9948186528497409,,
Epithelial and subepithelial dystrophy,,,,,411.0,1273.0,5,1.0,,
Exostosis,,,,,144.5,144.5,2,1.0,,
Eye degenerative disease,,,,,69.0,154.43129770992365,169,0.9712643678160919,,
Eye disease,,,,,80.0,196.4763948497854,449,0.980349344978166,,
Familial chylomicronemia syndrome,,,,,784.0,784.0,1,1.0,,
Familial cold autoinflammatory syndrome,,,,,187.0,187.0,1,1.0,,
Familial periodic paralysis,,,,,164.0,144.66666666666666,2,1.0,,
Familial visceral amyloidosis,,,,,324.0,1001.5625,21,1.0,,
Female reproductive organ cancer,,,,,599.0,1750.0526315789473,19,1.0,,
Female reproductive system disease,,,,,181.0,724.9076923076923,63,0.984375,,
Fibrosarcoma,,,,,373.0,444.0,3,1.0,,
Focal dystonia,,,,,243.0,243.0,1,1.0,,
Focal epilepsy,,,,,82.0,104.1875,12,1.0,,
Frontal lobe epilepsy,,,,,77.0,103.0,9,1.0,,
Functioning pituitary adenoma,,,,,344.0,344.0,1,1.0,,
Fundus dystrophy,,,,,98.0,112.0,4,1.0,,
Fungal infectious disease,,,,,183.5,183.5,2,1.0,,
GM2 gangliosidosis,,,,,138.0,121.66666666666667,3,1.0,,
Gastrointestinal system cancer,,,,,558.0,1294.7441860465117,42,1.0,,
Gastrointestinal system disease,,,,,154.0,517.6984126984127,152,1.0,,
Generalized dystonia,,,,,105.0,105.0,1,1.0,,
Genetic disease,,,,,108.0,278.97083685545226,1675,0.9721416134648868,,
Glucose metabolism disease,,,,,261.0,503.67832167832165,105,0.9905660377358491,,
Glycogen metabolism disorder,,,,,102.0,130.0,21,0.9545454545454546,,
Gonadal disease,,,,,125.0,486.8880597014925,107,0.9907407407407407,,
Gonadal dysgenesis,,,,,167.0,224.0,14,1.0,,
Granular corneal dystrophy,,,,,319.0,319.0,1,1.0,,
Hair disease,,,,,77.0,164.1509433962264,48,1.0,,
Hair follicle neoplasm,,,,,3354.0,3354.0,1,1.0,,
Head and neck cancer,,,,,1717.0,3055.4285714285716,7,1.0,,
Head and neck carcinoma,,,,,1717.0,3055.4285714285716,7,1.0,,
Heart conduction disease,,,,,102.0,219.26315789473685,39,1.0,,
Heart disease,,,,,149.0,249.39261744966444,159,0.9754601226993865,,
Heart septal defect,,,,,153.5,164.5,8,1.0,,
Heart valve disease,,,,,504.0,504.0,2,1.0,,
Hemangioblastoma,,,,,916.0,916.0,1,1.0,,
Hemangioma,,,,,916.0,916.0,1,1.0,,
Hematologic cancer,,,,,466.0,641.9818181818182,49,1.0,,
Hematopoietic system disease,,,,,242.0,386.6408163265306,170,0.9941520467836257,,
Hemiplegia,,,,,160.5,160.5,2,1.0,,
Hemoglobinuria,,,,,73.5,73.5,2,1.0,,
Hemolytic anemia,,,,,164.0,206.6153846153846,41,0.9761904761904762,,
Hepatobiliary disease,,,,,174.0,748.9027777777778,63,1.0,,
Hepatobiliary system cancer,,,,,606.0,1406.0882352941176,34,1.0,,
Hereditary ataxia,,,,,138.0,213.32258064516128,55,0.9821428571428571,,
Hereditary lymphedema,,,,,286.0,286.0,1,1.0,,
Hereditary night blindness,,,,,41.5,70.95,15,1.0,,
Hereditary retinal dystrophy,,,,,196.0,196.0,1,1.0,,
Hereditary sensory and autonomic neuropathy type 1,,,,,160.0,160.0,1,1.0,,
Hereditary sensory neuropathy,,,,,190.0,280.625,8,1.0,,
Hidradenitis,,,,,201.0,392.0,3,1.0,,
Histidine metabolism disease,,,,,41.0,41.0,1,1.0,,
Histiocytosis,,,,,1633.0,1553.0,3,1.0,,
Hyper IgE syndrome,,,,,1857.0,1857.0,2,1.0,,
Hyper IgM syndrome,,,,,548.0,548.0,1,1.0,,
Hyperimmunoglobulin syndrome,,,,,548.0,1420.6666666666667,3,1.0,,
Hyperostosis,,,,,219.5,347.9,8,1.0,,
Hypersensitivity reaction disease,,,,,677.0,1052.909090909091,11,1.0,,
Hypersensitivity reaction type IV disease,,,,,677.0,1052.909090909091,11,1.0,,
Hypertrophic cardiomyopathy,,,,,161.0,199.26315789473685,19,1.0,,
Hypoglycemia,,,,,353.0,366.6666666666667,9,1.0,,
Hypogonadism,,,,,88.0,133.7560975609756,24,1.0,,
Hypogonadotropic hypogonadism,,,,,88.0,133.7560975609756,24,1.0,,
